Column1,Column2,Column3,Column4
天风高财生,finance,KM_August_Face_Gray_PPL_2.6.3_half_compression_v2_origin.model,E:\mobilesec\apps\finance\天风高财生\KM_August_Face_Gray_PPL_2.6.3_half_compression_v2_origin.model
微篇,communication,M_SenseME_Face_Video_7.0.0.model,E:\mobilesec\apps\communication\微篇\M_SenseME_Face_Video_7.0.0.model
医联,health,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\health\医联\acn_535_net1.opt.tnnmodel
飞燕,parenting,SenseID_Silent_Liveness.model,E:\mobilesec\apps\parenting\飞燕\SenseID_Silent_Liveness.model
阿拉警察,life,SenseID_Silent_Liveness.model,E:\mobilesec\apps\life\阿拉警察\SenseID_Silent_Liveness.model
快来新媒体,video,M_SenseME_Iris_2.0.0.model,E:\mobilesec\apps\video\快来新媒体\M_SenseME_Iris_2.0.0.model
羊城派,news,model.zip,E:\mobilesec\apps\news\羊城派\model.zip
微博轻享版,communication,model.nb,E:\mobilesec\apps\communication\微博轻享版\model.nb
玖富钱包,finance,M_Liveness_Cnn_half.model,E:\mobilesec\apps\finance\玖富钱包\M_Liveness_Cnn_half.model
Crimaster_探案大师,communication,face_reshape_eagle.model,E:\mobilesec\apps\communication\Crimaster_探案大师\face_reshape_eagle.model
明智出行,travel,gps_quality_flp4.model,E:\mobilesec\apps\travel\明智出行\gps_quality_flp4.model
桥架弯头计算器,life,15.model,E:\mobilesec\apps\life\桥架弯头计算器\15.model
小红帽直播,video,5.model,E:\mobilesec\apps\video\小红帽直播\5.model
同城恋爱,communication,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\communication\同城恋爱\acn_535_net2.opt.tnnmodel
快来新媒体,video,M_SenseME_Face_Picture_5.3.3.model,E:\mobilesec\apps\video\快来新媒体\M_SenseME_Face_Picture_5.3.3.model
海易办,life,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\life\海易办\M_Detect_Hunter_SmallFace.model
哈喽优行车主版,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\哈喽优行车主版\M_Detect_Hunter_SmallFace.model
分贝通,travel,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\travel\分贝通\acn_535_net2.opt.tnnmodel
U客直谈,office,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\office\U客直谈\1105_mbv2_eye_ch3.opt.tnnmodel
成人交友社区,communication,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\communication\成人交友社区\acn_535_net1.opt.tnnmodel
Blued极速版,communication,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\communication\Blued极速版\1105_mbv2_eye_ch3.opt.tnnmodel
炎鑫泊车,travel,quality_model_secret.bin,E:\mobilesec\apps\travel\炎鑫泊车\quality_model_secret.bin
快来车,travel,M_Face_Quality_Assessment.model,E:\mobilesec\apps\travel\快来车\M_Face_Quality_Assessment.model
习惯星,health,posenet_model.tflite,E:\mobilesec\apps\health\习惯星\posenet_model.tflite
中国婚博会,shopping,tt_face_attribute_extra_v3.0.model,E:\mobilesec\apps\shopping\中国婚博会\tt_face_attribute_extra_v3.0.model
买单吧,finance,KM_Align_occlusion_106_1.19.6.model,E:\mobilesec\apps\finance\买单吧\KM_Align_occlusion_106_1.19.6.model
航班管家,travel,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\travel\航班管家\acn_535_net2.opt.tnnmodel
OK支付,finance,M_Align_occlusion_106_1.19.6_pplwp_half_compression_v2_origin.model,E:\mobilesec\apps\finance\OK支付\M_Align_occlusion_106_1.19.6_pplwp_half_compression_v2_origin.model
杭州医生,health,model3.bin,E:\mobilesec\apps\health\杭州医生\model3.bin
阿里巴巴,shopping,model.bin,E:\mobilesec\apps\shopping\阿里巴巴\model.bin
闪现,photo,tt_face_attribute_v6.1.model,E:\mobilesec\apps\photo\闪现\tt_face_attribute_v6.1.model
海南一卡通,life,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\life\海南一卡通\M_Detect_Hunter_SmallFace.model
旅程司机,travel,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\travel\旅程司机\1102_mbv2_p1_eye.opt.tnnmodel
天津出租司机端,travel,ldmodel.bin,E:\mobilesec\apps\travel\天津出租司机端\ldmodel.bin
航班管家,travel,M_Align_occlusion.model,E:\mobilesec\apps\travel\航班管家\M_Align_occlusion.model
浙江检察,health,M_Liveness_Cnn_half.model,E:\mobilesec\apps\health\浙江检察\M_Liveness_Cnn_half.model
思语,communication,ldmodel.bin,E:\mobilesec\apps\communication\思语\ldmodel.bin
易达出行司机,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\易达出行司机\M_Detect_Hunter_SmallFace.model
光大点金门,office,KM_Align_occlusion_106_1.19.6.model,E:\mobilesec\apps\office\光大点金门\KM_Align_occlusion_106_1.19.6.model
洪恩爱运动,health,landscape_model.tnnmodel,E:\mobilesec\apps\health\洪恩爱运动\landscape_model.tnnmodel
桥架弯头计算器,life,1016.model,E:\mobilesec\apps\life\桥架弯头计算器\1016.model
宝石直播,video,M_SenseME_Face_Video_5.3.3.model,E:\mobilesec\apps\video\宝石直播\M_SenseME_Face_Video_5.3.3.model
风韵出行司机,travel,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\travel\风韵出行司机\acn_535_net1.opt.tnnmodel
豫事办,life,M_Align_occlusion.model,E:\mobilesec\apps\life\豫事办\M_Align_occlusion.model
小米运动,health,quality_model_secret.bin,E:\mobilesec\apps\health\小米运动\quality_model_secret.bin
映客直播,video,tt_face_attribute_extra_v3.0.model,E:\mobilesec\apps\video\映客直播\tt_face_attribute_extra_v3.0.model
大轰,video,integrity_model_secret.bin,E:\mobilesec\apps\video\大轰\integrity_model_secret.bin
乐拼用车司机,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\乐拼用车司机\M_Detect_Hunter_SmallFace.model
星陌直播,video,filter_style_ol.model,E:\mobilesec\apps\video\星陌直播\filter_style_ol.model
政务微信,office,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\office\政务微信\1102_mbv2_p1_eye.opt.tnnmodel
牛股王股票,finance,quality_model_secret.bin,E:\mobilesec\apps\finance\牛股王股票\quality_model_secret.bin
天府手机银行,finance,KM_Hunter_SmallFace_Gray_ppl_9.6.1_half_compression_v1_weak.model,E:\mobilesec\apps\finance\天府手机银行\KM_Hunter_SmallFace_Gray_ppl_9.6.1_half_compression_v1_weak.model
希柔,shopping,ldmodel.bin,E:\mobilesec\apps\shopping\希柔\ldmodel.bin
不就,communication,tt_face_attribute_age_v1.1.model,E:\mobilesec\apps\communication\不就\tt_face_attribute_age_v1.1.model
中意,news,quality_model_secret.bin,E:\mobilesec\apps\news\中意\quality_model_secret.bin
开赚宝,office,keypt_track_model_sdm_9pts.bin,E:\mobilesec\apps\office\开赚宝\keypt_track_model_sdm_9pts.bin
榴莲视频,video,o_star.model,E:\mobilesec\apps\video\榴莲视频\o_star.model
联动云租车,travel,faceidmodel.bin,E:\mobilesec\apps\travel\联动云租车\faceidmodel.bin
附近陌会,communication,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\communication\附近陌会\1102_mbv2_p1_eye.opt.tnnmodel
捷信金融商家,finance,SenseID_Ocr_Idcard.model,E:\mobilesec\apps\finance\捷信金融商家\SenseID_Ocr_Idcard.model
喵街,shopping,ldmodel.bin,E:\mobilesec\apps\shopping\喵街\ldmodel.bin
掌上薪福通,finance,detect.caffemodel,E:\mobilesec\apps\finance\掌上薪福通\detect.caffemodel
极风分期,finance,ocr.model,E:\mobilesec\apps\finance\极风分期\ocr.model
WeLink,office,vadModel.bin,E:\mobilesec\apps\office\WeLink\vadModel.bin
网易严选,shopping,SenseID_Ocr_Bankcard.model,E:\mobilesec\apps\shopping\网易严选\SenseID_Ocr_Bankcard.model
齐齐直播,video,M_SenseME_Segment_MouthOcclusion_FastV1_1.1.3.model,E:\mobilesec\apps\video\齐齐直播\M_SenseME_Segment_MouthOcclusion_FastV1_1.1.3.model
一甜相机,photo,KSModelLandmark10.model,E:\mobilesec\apps\photo\一甜相机\KSModelLandmark10.model
扫描翻译,life,quality_model_secret.bin,E:\mobilesec\apps\life\扫描翻译\quality_model_secret.bin
呼我司机市内版,travel,fdmodel.bin,E:\mobilesec\apps\travel\呼我司机市内版\fdmodel.bin
160医生,health,tt_face_extra_v13.0.model,E:\mobilesec\apps\health\160医生\tt_face_extra_v13.0.model
七遇视频相亲交友软件,communication,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\communication\七遇视频相亲交友软件\1102_mbv2_p1_eye.opt.tnnmodel
北京工商登记,office,keypt_track_model_sdm_9pts.bin,E:\mobilesec\apps\office\北京工商登记\keypt_track_model_sdm_9pts.bin
星星充电,travel,detect.caffemodel,E:\mobilesec\apps\travel\星星充电\detect.caffemodel
剪同款,photo,gmModel0601.model,E:\mobilesec\apps\photo\剪同款\gmModel0601.model
YY安全中心,system,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\system\YY安全中心\acn_535_net1.opt.tnnmodel
乐拼用车司机,travel,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\travel\乐拼用车司机\acn_535_net1.opt.tnnmodel
淘色秀场,video,tt_hand_lr_v2.0.model,E:\mobilesec\apps\video\淘色秀场\tt_hand_lr_v2.0.model
夜月直播,video,1.model,E:\mobilesec\apps\video\夜月直播\1.model
玖富钱包,finance,SenseID_Ocr_Bankcard.model,E:\mobilesec\apps\finance\玖富钱包\SenseID_Ocr_Bankcard.model
铛铛,communication,tt_face_extra_v9.0.model,E:\mobilesec\apps\communication\铛铛\tt_face_extra_v9.0.model
随申行,travel,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\travel\随申行\acn_535_net2.opt.tnnmodel
黔农云,finance,keypt_detect_model_sdm_9pts.bin,E:\mobilesec\apps\finance\黔农云\keypt_detect_model_sdm_9pts.bin
宝贝直播,video,M_SenseME_Face_Video_5.3.3.model,E:\mobilesec\apps\video\宝贝直播\M_SenseME_Face_Video_5.3.3.model
大众出行约车司机端,travel,fdmodel.bin,E:\mobilesec\apps\travel\大众出行约车司机端\fdmodel.bin
小店邦,finance,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\finance\小店邦\M_Detect_Hunter_SmallFace.model
东方新闻,news,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\news\东方新闻\acn_535_net2.opt.tnnmodel
蜜汁直播,video,9.model,E:\mobilesec\apps\video\蜜汁直播\9.model
榕e社保卡,life,fdmodel.bin,E:\mobilesec\apps\life\榕e社保卡\fdmodel.bin
美颜自拍相机,photo,MTFR_model.bin,E:\mobilesec\apps\photo\美颜自拍相机\MTFR_model.bin
旅程司机,travel,M_Face_Quality_Assessment.model,E:\mobilesec\apps\travel\旅程司机\M_Face_Quality_Assessment.model
花城+,news,integrity_model_secret.bin,E:\mobilesec\apps\news\花城+\integrity_model_secret.bin
妥妥E行司机端,travel,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\travel\妥妥E行司机端\1102_mbv2_p1_eye.opt.tnnmodel
玖富钱包,finance,bankcard.model,E:\mobilesec\apps\finance\玖富钱包\bankcard.model
警视通,travel,ldmodel.bin,E:\mobilesec\apps\travel\警视通\ldmodel.bin
还享花,finance,SenseID_Ocr_Bankcard.model,E:\mobilesec\apps\finance\还享花\SenseID_Ocr_Bankcard.model
财达财日昇,finance,det1_half.caffemodel,E:\mobilesec\apps\finance\财达财日昇\det1_half.caffemodel
哔哩哔哩,video,faceidmodel.bin,E:\mobilesec\apps\video\哔哩哔哩\faceidmodel.bin
禾连健康,health,quality_model_secret.bin,E:\mobilesec\apps\health\禾连健康\quality_model_secret.bin
同城附近聊,communication,fdmodel.bin,E:\mobilesec\apps\communication\同城附近聊\fdmodel.bin
云闪付,finance,deepnet_model_num.bin,E:\mobilesec\apps\finance\云闪付\deepnet_model_num.bin
Rolling_Beast,life,still_60_classifier_model.tflite,E:\mobilesec\apps\life\Rolling_Beast\still_60_classifier_model.tflite
安易出行司机,travel,ldmodel.bin,E:\mobilesec\apps\travel\安易出行司机\ldmodel.bin
好童声,video,M_SenseME_Attribute_1.0.1.model,E:\mobilesec\apps\video\好童声\M_SenseME_Attribute_1.0.1.model
好心情医生版,health,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\health\好心情医生版\1105_mbv2_eye_ch3.opt.tnnmodel
快宝驿站,shopping,integrity_model_secret.bin,E:\mobilesec\apps\shopping\快宝驿站\integrity_model_secret.bin
唯蜜星球,exam,integrity_model_secret.bin,E:\mobilesec\apps\exam\唯蜜星球\integrity_model_secret.bin
快数,health,sk_model_TiQianQu_77_20210817.tflite,E:\mobilesec\apps\health\快数\sk_model_TiQianQu_77_20210817.tflite
宝石直播,video,1.model,E:\mobilesec\apps\video\宝石直播\1.model
爱唱,video,tt_car_damage_detect_v1.0.model,E:\mobilesec\apps\video\爱唱\tt_car_damage_detect_v1.0.model
京东金融,finance,jdcard-model.bin,E:\mobilesec\apps\finance\京东金融\jdcard-model.bin
顽皮,communication,ldmodel.bin,E:\mobilesec\apps\communication\顽皮\ldmodel.bin
雷利出行司机端,travel,ldmodel.bin,E:\mobilesec\apps\travel\雷利出行司机端\ldmodel.bin
同花顺iFinD,finance,model_1_opt.bin,E:\mobilesec\apps\finance\同花顺iFinD\model_1_opt.bin
陕西信合,finance,TextFieldModel.bin,E:\mobilesec\apps\finance\陕西信合\TextFieldModel.bin
快来新媒体,video,filter_style_babypink.model,E:\mobilesec\apps\video\快来新媒体\filter_style_babypink.model
果蜜直播,video,索菲.model,E:\mobilesec\apps\video\果蜜直播\索菲.model
多阅,communication,10.model,E:\mobilesec\apps\communication\多阅\10.model
易卡运,travel,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\travel\易卡运\1105_mbv2_eye_ch3.opt.tnnmodel
比心,communication,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\communication\比心\1102_mbv2_p1_eye.opt.tnnmodel
绿联云,system,sr.caffemodel,E:\mobilesec\apps\system\绿联云\sr.caffemodel
烟台一手通,life,model_bank.zip,E:\mobilesec\apps\life\烟台一手通\model_bank.zip
东方赢家,finance,M_Liveness_Cnn_half.model,E:\mobilesec\apps\finance\东方赢家\M_Liveness_Cnn_half.model
同桌小游戏,life,fdmodel.bin,E:\mobilesec\apps\life\同桌小游戏\fdmodel.bin
桥架弯头计算器,life,1032.model,E:\mobilesec\apps\life\桥架弯头计算器\1032.model
开赚宝,office,model_bank.zip,E:\mobilesec\apps\office\开赚宝\model_bank.zip
OK支付,finance,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\finance\OK支付\acn_535_net2.opt.tnnmodel
好伴交友,communication,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\communication\好伴交友\acn_535_net1.opt.tnnmodel
蜜聊直播,video,tt_hand_kp_v6.0.model,E:\mobilesec\apps\video\蜜聊直播\tt_hand_kp_v6.0.model
洪恩爱运动,health,body_120x160.tnnmodel,E:\mobilesec\apps\health\洪恩爱运动\body_120x160.tnnmodel
云筑蜜蜂,office,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\office\云筑蜜蜂\acn_535_net1.opt.tnnmodel
Only婚恋,communication,quality_model_secret.bin,E:\mobilesec\apps\communication\Only婚恋\quality_model_secret.bin
熊猫驾信,travel,Motion_Liveness.model,E:\mobilesec\apps\travel\熊猫驾信\Motion_Liveness.model
粤省事,finance,Wa_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\finance\粤省事\Wa_Detect_Hunter_SmallFace.model
陕西医保,finance,rnet_model.bin,E:\mobilesec\apps\finance\陕西医保\rnet_model.bin
熊猫听听,video,M_Liveness_Cnn_half.model,E:\mobilesec\apps\video\熊猫听听\M_Liveness_Cnn_half.model
Dynadot,office,integrity_model_secret.bin,E:\mobilesec\apps\office\Dynadot\integrity_model_secret.bin
晋商消费金融,finance,cardfront_model.zip,E:\mobilesec\apps\finance\晋商消费金融\cardfront_model.zip
一元抓娃娃,life,fdmodel.bin,E:\mobilesec\apps\life\一元抓娃娃\fdmodel.bin
山屿海医生,health,integrity_model_secret.bin,E:\mobilesec\apps\health\山屿海医生\integrity_model_secret.bin
中国婚博会,shopping,tt_face_attribute_v7.0.model,E:\mobilesec\apps\shopping\中国婚博会\tt_face_attribute_v7.0.model
附近约会,communication,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\communication\附近约会\acn_535_net2.opt.tnnmodel
配音神器,office,hed_lite_model_quantize.tflite,E:\mobilesec\apps\office\配音神器\hed_lite_model_quantize.tflite
奇遇世界,video,3.model,E:\mobilesec\apps\video\奇遇世界\3.model
B612咔叽,photo,M_SenseME_3Dmesh_Advanced_Face2396pt_Ear_p_1.1.0.model,E:\mobilesec\apps\photo\B612咔叽\M_SenseME_3Dmesh_Advanced_Face2396pt_Ear_p_1.1.0.model
新财富,finance,model_hv.bin,E:\mobilesec\apps\finance\新财富\model_hv.bin
陌耳,communication,mbv2.1.6.opt.tnnmodel,E:\mobilesec\apps\communication\陌耳\mbv2.1.6.opt.tnnmodel
曹操出行,travel,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\travel\曹操出行\1102_mbv2_p1_eye.opt.tnnmodel
苏州银行,finance,model_type.bin,E:\mobilesec\apps\finance\苏州银行\model_type.bin
倾刻直播,video,danzhuang_2.1.0.model,E:\mobilesec\apps\video\倾刻直播\danzhuang_2.1.0.model
好伴交友,communication,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\communication\好伴交友\1102_mbv2_p1_eye.opt.tnnmodel
乐拼用车司机,travel,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\travel\乐拼用车司机\acn_535_net2.opt.tnnmodel
陕西信合,finance,deepnet_model_char_1909_quant.bin,E:\mobilesec\apps\finance\陕西信合\deepnet_model_char_1909_quant.bin
小美帮帮,shopping,mbv2.1.6.opt.tnnmodel,E:\mobilesec\apps\shopping\小美帮帮\mbv2.1.6.opt.tnnmodel
桥架弯头计算器,life,low1.model,E:\mobilesec\apps\life\桥架弯头计算器\low1.model
帮帮字幕翻译,system,ocr_en_models.zip,E:\mobilesec\apps\system\帮帮字幕翻译\ocr_en_models.zip
守望领域,life,quality_model_secret.bin,E:\mobilesec\apps\life\守望领域\quality_model_secret.bin
与牛共舞,finance,model_bank.zip,E:\mobilesec\apps\finance\与牛共舞\model_bank.zip
我要聘,office,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\office\我要聘\1102_mbv2_p1_eye.opt.tnnmodel
天歌人气区,video,track_2.1.1.model,E:\mobilesec\apps\video\天歌人气区\track_2.1.1.model
喜欢听,video,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\video\喜欢听\M_Detect_Hunter_SmallFace.model
必剪,photo,M_SenseME_Segment_Head_Instance_p_1.1.0.model,E:\mobilesec\apps\photo\必剪\M_SenseME_Segment_Head_Instance_p_1.1.0.model
首约司机,travel,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\travel\首约司机\1105_mbv2_eye_ch3.opt.tnnmodel
爱康伴你,health,integrity_model_secret.bin,E:\mobilesec\apps\health\爱康伴你\integrity_model_secret.bin
薇薇语音,video,small_detect.model,E:\mobilesec\apps\video\薇薇语音\small_detect.model
MobIR,photo,version-slim-320.opt.tnnmodel,E:\mobilesec\apps\photo\MobIR\version-slim-320.opt.tnnmodel
爱爱直播,video,6.model,E:\mobilesec\apps\video\爱爱直播\6.model
企业微信,office,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\office\企业微信\acn_535_net2.opt.tnnmodel
网运通,system,quality_model_secret.bin,E:\mobilesec\apps\system\网运通\quality_model_secret.bin
天津税务,office,M_Liveness_Cnn_half.model,E:\mobilesec\apps\office\天津税务\M_Liveness_Cnn_half.model
易企+,office,integrity_model_secret.bin,E:\mobilesec\apps\office\易企+\integrity_model_secret.bin
海星直播交友,video,filter_style_body.model,E:\mobilesec\apps\video\海星直播交友\filter_style_body.model
医联,health,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\health\医联\1105_mbv2_eye_ch3.opt.tnnmodel
叫我修吧技术端,life,fdmodel.bin,E:\mobilesec\apps\life\叫我修吧技术端\fdmodel.bin
美妆美颜相机,photo,GeneralEnhanceModelFile_10bit.bin,E:\mobilesec\apps\photo\美妆美颜相机\GeneralEnhanceModelFile_10bit.bin
手游语音,communication,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\communication\手游语音\acn_535_net2.opt.tnnmodel
